HOA,address,baths,beds,desc,homeOwnersInsurance,listingStatus,lotSize,mainImage,mlsNumber,parking,price,pricePerSqft,principalInterest,propertyTax,propertyType,rentalEarnings,scrapeDate,source,sqft,url,yearBuilt,rentalEarningsRawResponse,rentalLow,rentalHigh,rentalEarningsSource
$264/mo,"2065 Carefree Ln Unit G, MO 63033",1,2,"Listing at 2065 Carefree Ln Unit G, MO 63033",47,For sale,"3,354 sq ft",https://ssl.cdn-redfin.com/photo/156/bigphoto/446/25038446_1.jpg,#25038446,,63500,$73 ,$321 ,76,Condo,1596,2025-09-05T23:52:11.426Z,Redfin,870,https://www.redfin.com/MO/Florissant/2065-Carefree-Ln-63033/unit-G/home/93345248,1967,,,,
$229/mo,"1606 Willow Wren Ct #109, Florissant, MO 63033",1,1,"Listing at 1606 Willow Wren Ct #109, Florissant, MO 63033",42,For sale,"2,004 sq ft",https://ssl.cdn-redfin.com/photo/156/bigphoto/387/25030387_0.jpg,#25030387,,57500,$78 ,$291 ,55,Condo,1469,2025-09-05T23:53:04.679Z,Redfin,738,https://www.redfin.com/MO/Florissant/1606-Willow-Wren-Ct-63033/unit-109/home/93367768,1984,,,,
$286/mo,"16932 E Chenango Ave Unit B, Aurora, CO 80015",2,2,"Listing at 16932 E Chenango Ave Unit B, Aurora, CO 80015",152,For sale,,https://ssl.cdn-redfin.com/photo/94/bigphoto/627/6357627_0.jpg,#6357627,2 spaces,325000,$328 ,"$1,643 ",119,Single Family,2060,2025-09-05T23:53:49.723Z,Redfin,992,https://www.redfin.com/CO/Aurora/16932-E-Chenango-Ave-80015/unit-B/home/34813592,1983,,,,
$216/mo,"16478 E Rice Pl Unit A, Aurora, CO 80015",2,3,"Listing at 16478 E Rice Pl Unit A, Aurora, CO 80015",189,For sale,"2,134 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/326/4593326_0.jpg,#4593326,,405000,$319 ,"$2,048 ",148,Single Family,2560,2025-09-05T23:54:13.594Z,Redfin,1270,https://www.redfin.com/CO/Aurora/16478-E-Rice-Pl-80015/unit-A/home/34808105,1980,,,,
$219/mo,"Undisclosed Address, Aurora, CO 80015",2,3,"Listing at Undisclosed Address, Aurora, CO 80015",173,For sale,,https://ssl.cdn-redfin.com/photo/94/bigphoto/424/7382424_0.jpg,#7382424,1 car garage,370000,$291 ,"$1,871 ",153,Single Family,2393,2025-09-05T23:54:43.133Z,Redfin,1270,https://www.redfin.com/CO/Aurora/Undisclosed-address-80015/home/34808094,1980,,,,
$38/mo,"14825 E Belleview Dr, Aurora, CO 80015",3,3,"Listing at 14825 E Belleview Dr, Aurora, CO 80015",240,For sale,"1,652 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/394/8381394_0.jpg,#8381394,,515000,$291 ,"$2,604 ",596,Single Family,2630,2025-09-05T23:55:05.530Z,Redfin,1767,https://www.redfin.com/CO/Aurora/14825-E-Belleview-Dr-80015/home/160924879,2021,,,,
$330/mo,"14180 E Temple Dr Unit R03, Aurora, CO 80015",1,1,"Listing at 14180 E Temple Dr Unit R03, Aurora, CO 80015",105,For sale,435 sq ft,https://ssl.cdn-redfin.com/photo/94/bigphoto/310/4836310_0.jpg,#4836310,,225000,$284 ,"$1,138 ",89,Condo,1524,2025-09-05T23:55:24.426Z,Redfin,792,https://www.redfin.com/CO/Aurora/14180-E-Temple-Dr-80015/unit-R03/home/34803517,1980,,,,
$209/mo,"16067 E Rice Pl Unit A, Aurora, CO 80015",2,3,"Listing at 16067 E Rice Pl Unit A, Aurora, CO 80015",184,For sale,"2,396 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/221/4068221_1.jpg,#4068221,,395000,$362 ,"$1,997 ",140,Single Family,2258,2025-09-05T23:56:20.028Z,Redfin,1092,https://www.redfin.com/CO/Aurora/16067-E-Rice-Pl-80015/unit-A/home/34808927,1980,,,,
$470/mo,"17468 E Rice Cir Unit F, Aurora, CO 80015",1,2,"Listing at 17468 E Rice Cir Unit F, Aurora, CO 80015",113,For sale,871 sq ft,https://ssl.cdn-redfin.com/photo/94/mbphotov3/970/genMid.6161970_7_0.jpg,#6161970,,242500,$278 ,"$1,226 ",113,Condo,1912,2025-09-05T23:57:12.250Z,Redfin,871,https://www.redfin.com/CO/Aurora/17468-E-Rice-Cir-80015/unit-F/home/34811712,1983,,,,
$215/mo,"5357 S Picadilly Way, Aurora, CO 80015",2,3,"Listing at 5357 S Picadilly Way, Aurora, CO 80015",205,For sale,"3,049 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/743/5432743_0.jpg,#5432743,,439000,$314 ,"$2,220 ",276,Single Family,2600,2025-09-05T23:57:45.245Z,Redfin,1400,https://www.redfin.com/CO/Aurora/5357-S-Picadilly-Way-80015/home/35055460,2002,,,,
$470/mo,"17467 E Rice Cir Unit C, Aurora, CO 80015",3,2,"Listing at 17467 E Rice Cir Unit C, Aurora, CO 80015",138,For sale,436 sq ft,https://ssl.cdn-redfin.com/photo/94/bigphoto/507/8776507_0.jpg,#8776507,,295900,$272 ,"$1,496 ",127,Condo,2224,2025-09-05T23:58:19.902Z,Redfin,1088,https://www.redfin.com/CO/Aurora/17467-E-Rice-Cir-80015/unit-C/home/34811746,1983,,,,
$432/mo,"10014 Poppy Mallow Pt, Colorado Springs, CO 80924",2.5,3,"Listing at 10014 Poppy Mallow Pt, Colorado Springs, CO 80924",194,For sale,"2,547 sq ft",https://ssl.cdn-redfin.com/photo/124/bigphoto/445/1212445_1.jpg,#1212445,,415000,$280 ,"$2,098 ",260,Single Family,2450,2025-09-05T23:59:26.770Z,Redfin,1484,https://www.redfin.com/CO/Colorado-Springs/10014-Poppy-Mallow-Pt-80924/home/146429149,2018,,,,
$246/mo,"8622 Laurel Mountain Vw, Colorado Springs, CO 80924",2.5,3,"Listing at 8622 Laurel Mountain Vw, Colorado Springs, CO 80924",196,For sale,"2,337 sq ft",https://ssl.cdn-redfin.com/photo/124/bigphoto/462/6451462_0.jpg,#6451462,,420000,$246 ,"$2,124 ",262,Single Family,2550,2025-09-05T23:59:44.744Z,Redfin,1704,https://www.redfin.com/CO/Colorado-Springs/8622-Laurel-Mountain-Vw-80924/home/173245927,2022,,,,
$189/mo,"6325 Laud Pt, Colorado Springs, CO 80924",3,3,"Listing at 6325 Laud Pt, Colorado Springs, CO 80924",233,For sale,"3,049 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/644/5341644_0.jpg,#5341644,,500000,$264 ,"$2,528 ",204,Single Family,2898,2025-09-06T00:00:05.114Z,Redfin,1894,https://www.redfin.com/CO/Colorado-Springs/6325-Laud-Pt-80924/home/179657381,2024,,,,
$246/mo,"5060 Mountain Vista Hts, Colorado Springs, CO 80924",2.5,3,"Listing at 5060 Mountain Vista Hts, Colorado Springs, CO 80924",177,For sale,"1,828 sq ft",https://ssl.cdn-redfin.com/photo/124/bigphoto/485/8924485_1.jpg,#8924485,,379000,$255 ,"$1,916 ",241,Single Family,2540,2025-09-06T00:01:49.470Z,Redfin,1488,https://www.redfin.com/CO/Colorado-Springs/5060-Mountain-Vista-Hts-80924/home/177770413,2022,,,,
$250/mo,"2305 W Horizon Ridge Pkwy #524, Henderson, NV 89052",2,2,"Listing at 2305 W Horizon Ridge Pkwy #524, Henderson, NV 89052",67,For sale,"5,416 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/453/2716453_0.jpg,#2716453,,319888,$267 ,"$1,618 ",110,Condo,1692,2025-09-06T00:04:15.330Z,Redfin,1200,https://www.redfin.com/NV/Henderson/2305-W-Horizon-Ridge-Pkwy-89052/unit-524/home/28993746,2004,,,,
$225/mo,"830 Carnegie St #1723, Henderson, NV 89052",2,2,"Listing at 830 Carnegie St #1723, Henderson, NV 89052",56,For sale,"5,486 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/266/2716266_0.jpg,#2716266,,270000,$261 ,"$1,365 ",99,Condo,1654,2025-09-06T00:04:48.105Z,Redfin,1033,https://www.redfin.com/NV/Henderson/830-Carnegie-St-89052/unit-1723/home/29943902,2003,,,,
$18/mo,"871 Rainbolt Ln, Henderson, NV 89052",2.5,4,"Listing at 871 Rainbolt Ln, Henderson, NV 89052",167,For sale,"6,098 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/866/2714866_0.jpg,#2714866,,799900,$256 ,"$4,045 ",327,Single Family,3591,2025-09-06T00:05:08.841Z,Redfin,3122,https://www.redfin.com/NV/Henderson/871-Rainbolt-Ln-89052/home/29698065,1997,,,,
$81/mo,"2833 Athena Hill Ct, Henderson, NV 89052",3.5,4,"Listing at 2833 Athena Hill Ct, Henderson, NV 89052",198,For sale,"7,405 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/649/2714649_2.jpg,#2714649,,949900,$274 ,"$4,803 ",532,Single Family,4217,2025-09-06T00:05:20.557Z,Redfin,3468,https://www.redfin.com/NV/Henderson/2833-Athena-Hill-Ct-89052/home/144624785,2017,,,,
$313/mo,"950 Seven Hills Dr #2825, Henderson, NV 89052",1,1,"Listing at 950 Seven Hills Dr #2825, Henderson, NV 89052",61,For sale,"7,278 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/140/2715140_2.jpg,#2715140,,295000,$447 ,"$1,492 ",65,Condo,1443,2025-09-06T00:05:34.374Z,Redfin,660,https://www.redfin.com/NV/Henderson/950-Seven-Hills-Dr-89052/unit-2825/home/29185298,2001,,,,
$568/mo,"2600 Cervino Cir, Henderson, NV 89052",5.5,5,"Listing at 2600 Cervino Cir, Henderson, NV 89052",562,For sale,0.41 acres,https://ssl.cdn-redfin.com/photo/95/bigphoto/883/2715883_0.jpg,#2715883,,2699900,$423 ,"$13,652 ",1788,Single Family,4766,2025-09-06T00:05:52.489Z,Redfin,6379,https://www.redfin.com/NV/Henderson/2600-Cervino-Cir-89052/home/29740879,2002,,,,
$303/mo,"1125 Via Appianna, Henderson, NV 89052",3,3,"Listing at 1125 Via Appianna, Henderson, NV 89052",170,For sale,"7,841 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/378/2715378_0.jpg,#2715378,,815000,$386 ,"$4,121 ",277,Single Family,2949,2025-09-06T00:06:04.395Z,Redfin,2110,https://www.redfin.com/NV/Henderson/1125-Via-Appianna-89052/home/29641678,2001,,,,
$287/mo,"17 Winding Rd, Henderson, NV 89052",5,5,"Listing at 17 Winding Rd, Henderson, NV 89052",417,For sale,0.26 acres,https://ssl.cdn-redfin.com/photo/95/bigphoto/804/2715804_0.jpg,#2715804,,1999900,$520 ,"$10,113 ",488,Single Family,4580,2025-09-06T00:06:16.062Z,Redfin,3848,https://www.redfin.com/NV/Henderson/17-Winding-Rd-89052/home/29883787,2003,,,,
$253/mo,"861 Majestic Ridge Ct, Henderson, NV 89052",5.5,6,"Listing at 861 Majestic Ridge Ct, Henderson, NV 89052",415,For sale,0.63 acres,https://ssl.cdn-redfin.com/photo/95/bigphoto/607/2715607_0.jpg,#2715607,,1990000,$315 ,"$10,063 ",1269,Single Family,4874,2025-09-06T00:06:33.607Z,Redfin,6311,https://www.redfin.com/NV/Henderson/861-Majestic-Ridge-Ct-89052/home/29699173,2005,,,,
$16/mo,"2571 Swans Chance Ave, Henderson, NV 89052",2,3,"Listing at 2571 Swans Chance Ave, Henderson, NV 89052",92,For sale,"5,663 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/698/2714698_0.jpg,#2714698,,440000,$332 ,"$2,225 ",179,Single Family,2344,2025-09-06T00:06:47.412Z,Redfin,1325,https://www.redfin.com/NV/Henderson/2571-Swans-Chance-Ave-89052/home/29698318,1999,,,,
$133/mo,"1662 Ravanusa Dr, Henderson, NV 89052",4,5,"Listing at 1662 Ravanusa Dr, Henderson, NV 89052",234,For sale,"6,098 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/021/2714021_2.jpg,#2714021,,1125000,$349 ,"$5,689 ",397,Single Family,4059,2025-09-06T00:07:08.237Z,Redfin,3225,https://www.redfin.com/NV/Henderson/1662-Ravanusa-Dr-89052/home/29884923,2000,,,,
$553/mo,"2870 Quartz Canyon Dr, Henderson, NV 89052",5.5,4,"Listing at 2870 Quartz Canyon Dr, Henderson, NV 89052",833,For sale,0.71 acres,https://ssl.cdn-redfin.com/photo/95/bigphoto/193/2715193_0.jpg,#2715193,,3999999,$540 ,"$20,226 ",1138,Single Family,5730,2025-09-06T00:07:20.030Z,Redfin,7406,https://www.redfin.com/NV/Henderson/2870-Quartz-Canyon-Dr-89052/home/29840833,2002,,,,
$85/mo,"1024 Mocha Mattari St, Henderson, NV 89052",2.5,3,"Listing at 1024 Mocha Mattari St, Henderson, NV 89052",93,For sale,"3,049 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/081/2715081_4.jpg,#2715081,,448000,$328 ,"$2,265 ",139,Single Family,2317,2025-09-06T00:07:32.639Z,Redfin,1367,https://www.redfin.com/NV/Henderson/1024-Mocha-Mattari-St-89052/home/29185222,2006,,,,
$83/mo,"2670 Graceful Ln, Henderson, NV 89052",3.5,4,"Listing at 2670 Graceful Ln, Henderson, NV 89052",187,For sale,"7,841 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/827/2714827_1.jpg,#2714827,,899900,$353 ,"$4,550 ",312,Single Family,3537,2025-09-06T00:07:49.917Z,Redfin,2548,https://www.redfin.com/NV/Henderson/2670-Graceful-Ln-89052/home/29875866,2002,,,,
$149/mo,"2872 Sumter Valley Cir, Henderson, NV 89052",3.5,3,"Listing at 2872 Sumter Valley Cir, Henderson, NV 89052",286,For sale,"8,276 sq ft",https://ssl.cdn-redfin.com/photo/95/bigphoto/405/2714405_B.jpg,#2714405,,1375000,$433 ,"$6,953 ",527,Single Family,3906,2025-09-06T00:08:04.654Z,Redfin,3175,https://www.redfin.com/NV/Henderson/2872-Sumter-Valley-Cir-89052/home/29840683,2000,,,,
$87/mo,"2197 Big Bar Dr, Henderson, NV 89052",3,4,"Listing at 2197 Big Bar Dr, Henderson, NV 89052",198,For sale,0.27 acres,https://ssl.cdn-redfin.com/photo/95/bigphoto/888/2714888_7.jpg,#2714888,,949999,$317 ,"$4,804 ",419,Single Family,3508,2025-09-06T00:09:04.937Z,Redfin,3000,https://www.redfin.com/NV/Henderson/2197-Big-Bar-Dr-89052/home/29041227,2006,,,,
$100/mo,"11316 178 Pl NE, Redmond, WA 98052",3.5,4,"Listing at 11316 178 Pl NE, Redmond, WA 98052",481,For sale,"3,244 sq ft",https://ssl.cdn-redfin.com/photo/1/bigphoto/817/2427817_0.jpg,#2427817,,1750000,$714 ,"$8,849 ",895,Single Family,5142,2025-09-06T00:10:00.806Z,Redfin,2450,https://www.redfin.com/WA/Redmond/11316-178th-Pl-NE-98052/home/22808292,2012,,,,
$780/mo,"15939 NE 95th Way #12, Redmond, WA 98052",2.5,2,"Listing at 15939 NE 95th Way #12, Redmond, WA 98052",261,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/479/2427479_0.jpg,#2427479,2 car garage,950000,$594 ,"$4,804 ",657,Condo,3206,2025-09-06T00:10:29.784Z,Redfin,1598,https://www.redfin.com/WA/Redmond/15939-NE-95th-Way-98052/unit-12/home/12056,1998,,,,
$550/mo,"6439 NE 139th Ave #30, Redmond, WA 98052",1.5,2,"Listing at 6439 NE 139th Ave #30, Redmond, WA 98052",172,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/149/2429149_0.jpg,#2429149,,624800,$579 ,"$3,159 ",116,Single Family,2488,2025-09-06T00:11:09.020Z,Redfin,1080,https://www.redfin.com/WA/Redmond/6439-139th-Ave-NE-98052/unit-30/home/4092,1969,,,,
$510/mo,"10370 156th Pl NE #102, Redmond, WA 98052",3.5,3,"Listing at 10370 156th Pl NE #102, Redmond, WA 98052",256,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/806/2428806_1.jpg,#2428806,1 car garage,929950,$602 ,"$4,702 ",557,Single Family,3900,2025-09-06T00:11:36.062Z,Redfin,1546,https://www.redfin.com/WA/Redmond/10370-156th-Pl-NE-98052/unit-102/home/52428419,2013,,,,
$115/mo,"6555 159th Ave NE, Redmond, WA 98052",2,3,"Listing at 6555 159th Ave NE, Redmond, WA 98052",268,For sale,"6,764 sq ft",https://ssl.cdn-redfin.com/photo/1/bigphoto/999/2427999_0.jpg,#2427999,,975000,$668 ,"$4,930 ",574,Single Family,3493,2025-09-06T00:11:51.347Z,Redfin,1460,https://www.redfin.com/WA/Redmond/6555-159th-Ave-NE-98052/home/502193,1977,,,,
$241/mo,"6581 137th Pl NE #483, Redmond, WA 98052",1,,"Listing at 6581 137th Pl NE #483, Redmond, WA 98052",80,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/761/2427761_0.jpg,#2427761,1 space,289800,$697 ,"$1,465 ",130,Condo,1574,2025-09-06T00:12:06.357Z,Redfin,416,https://www.redfin.com/WA/Redmond/6581-137th-Pl-NE-98052/unit-483/home/24688,1972,,,,
$479/mo,"15840 NE Leary Way Unit 6-103, Redmond, WA 98052",1,1,"Listing at 15840 NE Leary Way Unit 6-103, Redmond, WA 98052",129,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/115/2427115_0.jpg,#2427115,1 space,469900,$544 ,"$2,376 ",279,Condo,1920,2025-09-06T00:12:20.642Z,Redfin,864,https://www.redfin.com/WA/Redmond/15840-NE-Leary-Way-98052/unit-06-103/home/65466,1984,,,,
$258/mo,"6440 139th Ave NE #8, Redmond, WA 98052",1,1,"Listing at 6440 139th Ave NE #8, Redmond, WA 98052",77,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/158/2427158_0.jpg,#2427158,1 space,279999,$673 ,"$1,416 ",130,Condo,1631,2025-09-06T00:12:32.132Z,Redfin,416,https://www.redfin.com/WA/Redmond/6440-139th-Pl-NE-98052/unit-8/home/5567,1969,,,,
$730/mo,"18669 NE 55th Way, Redmond, WA 98052",2.5,3,"Listing at 18669 NE 55th Way, Redmond, WA 98052",296,For sale,,https://ssl.cdn-redfin.com/system_files/media/1139257_JPG/item_43.jpg,#2420282,2 car garage,1075000,$617 ,"$5,436 ",631,Single Family,4160,2025-09-06T00:12:46.479Z,Redfin,1743,https://www.redfin.com/WA/Redmond/18669-NE-55th-Way-98052/home/179778864,1995,,,,
$186/mo,"12257 137th Pl NE #2903, Redmond, WA 98052",3.5,4,"Listing at 12257 137th Pl NE #2903, Redmond, WA 98052",357,For sale,,https://ssl.cdn-redfin.com/photo/1/bigphoto/854/2426854_0.jpg,#2426854,2 car garage,1299900,$595 ,"$6,573 ",1202,Condo,4754,2025-09-06T00:13:01.237Z,Redfin,2184,https://www.redfin.com/WA/Redmond/12257-137th-PL-NE-98052/unit-2903/home/197509669,2025,,,,
$406/mo,"15000 SW Farmington Rd #16, Beaverton, OR 97007",2,2,"Listing at 15000 SW Farmington Rd #16, Beaverton, OR 97007",51,For sale,,https://ssl.cdn-redfin.com/photo/84/bigphoto/571/442840571_0.jpg,#442840571,1 car garage,265000,$264 ,"$1,340 ",197,Condo,1914,2025-09-06T00:14:31.140Z,Redfin,1002,https://www.redfin.com/OR/Beaverton/15000-SW-Farmington-Rd-97007/unit-16/home/26621741,1984,,,,
$402/mo,"15480 SW Mica Ln, Beaverton, OR 97007",2.5,2,"Listing at 15480 SW Mica Ln, Beaverton, OR 97007",73,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/84/bigphoto/508/165274508_0.jpg,#165274508,,379900,$290 ,"$1,921 ",368,Single Family,3231,2025-09-06T00:14:58.539Z,Redfin,1309,https://www.redfin.com/OR/Beaverton/15480-SW-Mica-Ln-97007/home/26724206,2006,,,,
$75/mo,"9410 Knollcrest Blvd, Alpharetta, GA 30022",2.5,3,"Listing at 9410 Knollcrest Blvd, Alpharetta, GA 30022",253,For sale,"6,098 sq ft",https://ssl.cdn-redfin.com/photo/82/bigphoto/529/7644529_0.jpg,#7644529,,490000,$222 ,"$2,478 ",334,Single Family,2747,2025-09-06T00:17:32.390Z,Redfin,2208,https://www.redfin.com/GA/Alpharetta/9410-Knollcrest-Blvd-30022/home/24837857,1986,,,,
$225/mo,"51 Nesbit Pl, Alpharetta, GA 30022",3.5,5,"Listing at 51 Nesbit Pl, Alpharetta, GA 30022",222,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/82/bigphoto/402/7643402_0.jpg,#7643402,,429900,$248 ,"$2,174 ",250,Single Family,2416,2025-09-06T00:17:52.388Z,Redfin,1736,https://www.redfin.com/GA/Alpharetta/51-Nesbit-Pl-30022/home/24815294,1987,,,,
$54/mo,"9920 Timberstone Rd, Alpharetta, GA 30022",2.5,4,"Listing at 9920 Timberstone Rd, Alpharetta, GA 30022",315,COMING SOON,0.68 acres,https://ssl.cdn-redfin.com/photo/82/bigphoto/001/7642001_0.jpg,#7642001,,610000,$193 ,"$3,084 ",245,Single Family,3254,2025-09-06T00:18:02.802Z,Redfin,3158,https://www.redfin.com/GA/Alpharetta/9920-Timberstone-Rd-30022/home/24755275,1978,,,,
$350/mo,"10296 Quadrant Ct, Alpharetta, GA 30022",2.5,3,"Listing at 10296 Quadrant Ct, Alpharetta, GA 30022",297,For sale,"2,613 sq ft",https://ssl.cdn-redfin.com/photo/82/bigphoto/385/7642385_0.jpg,#7642385,,575000,$291 ,"$2,908 ",226,Single Family,2665,2025-09-06T00:18:13.337Z,Redfin,1974,https://www.redfin.com/GA/Alpharetta/10296-Quadrant-Ct-30022/home/24689843,2005,,,,
$317/mo,"2100 Northwick Pass Way, Alpharetta, GA 30022",5,4,"Listing at 2100 Northwick Pass Way, Alpharetta, GA 30022",801,COMING SOON,0.31 acres,https://ssl.cdn-redfin.com/photo/82/bigphoto/971/7626971_0.jpg,#7626971,,1550000,$220 ,"$7,838 ",1142,Single Family,4770,2025-09-06T00:18:31.418Z,Redfin,7036,https://www.redfin.com/GA/Alpharetta/2100-Northwick-Pass-Way-30022/home/24789693,1993,,,,
$612/mo,"9018 Riverbend Mnr, Alpharetta, GA 30022",3.5,3,"Listing at 9018 Riverbend Mnr, Alpharetta, GA 30022",464,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/82/bigphoto/093/7638093_3.jpg,#7638093,,899000,$346 ,"$4,546 ",595,Single Family,3070,2025-09-06T00:18:50.810Z,Redfin,2600,https://www.redfin.com/GA/Alpharetta/9018-Riverbend-Mnr-30022/home/197358810,2005,,,,
$255/mo,"532 Millwood Ln, Mount Juliet, TN 37122",2.5,3,"Listing at 532 Millwood Ln, Mount Juliet, TN 37122",201,For sale,435 sq ft,https://ssl.cdn-redfin.com/photo/145/bigphoto/033/2990033_0.jpg,#2990033,1 car garage,389900,$226 ,"$1,972 ",105,Single Family,2160,2025-09-06T00:19:49.957Z,Redfin,1728,https://www.redfin.com/TN/Mount-Juliet/532-Millwood-Ln-37122/home/68709425,2013,,,,
$140/mo,"9977 Hough Pt, Parker, CO 80134",3,2,"Listing at 9977 Hough Pt, Parker, CO 80134",257,For sale,"3,223 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/492/8623492_0.jpg,#8623492,,550000,$190 ,"$2,781 ",399,Single Family,3290,2025-09-06T00:21:08.380Z,Redfin,2898,https://www.redfin.com/CO/Parker/9977-Hough-Pt-80134/home/112988628,2016,,,,
$463/mo,"17315 Waterhouse Cir Unit B, Parker, CO 80134",3,3,"Listing at 17315 Waterhouse Cir Unit B, Parker, CO 80134",187,For sale,,https://ssl.cdn-redfin.com/photo/94/bigphoto/644/9425644_0.jpg,#9425644,1 car garage,400000,$292 ,"$2,023 ",188,Condo,2520,2025-09-06T00:26:16.971Z,Redfin,1368,https://www.redfin.com/CO/Parker/17315-Waterhouse-Cir-80134/unit-B/home/35121809,2005,[object Object],2240,2800,RentCast
$150/mo,"12161 S Leaning Pine Ct, Parker, CO 80134",6,5,"Listing at 12161 S Leaning Pine Ct, Parker, CO 80134",688,COMING SOON ON SEP 6,0.45 acres,https://ssl.cdn-redfin.com/photo/94/bigphoto/331/6728331_0.jpg,#6728331,,1475000,$201 ,"$7,458 ",817,Single Family,4460,2025-09-06T00:26:34.358Z,Redfin,7333,https://www.redfin.com/CO/Parker/12161-S-Leaning-Pine-Ct-80134/home/35117930,2007,,,,
$305/mo,"12884 Ironstone Way #304, Parker, CO 80134",1,1,"Listing at 12884 Ironstone Way #304, Parker, CO 80134",149,For sale,,https://ssl.cdn-redfin.com/photo/94/bigphoto/895/9045895_0.jpg,#9045895,1 space,320000,$414 ,"$1,618 ",114,Condo,1760,2025-09-06T00:26:49.157Z,Redfin,773,https://www.redfin.com/CO/Parker/12884-Ironstone-Way-80134/unit-304/home/35107579,2002,[object Object],1580,1930,RentCast
$241/mo,"18633 Stroh Rd Unit 1-003, Parker, CO 80134",2,2,"Listing at 18633 Stroh Rd Unit 1-003, Parker, CO 80134",184,COMING SOON ON SEP 6,,https://ssl.cdn-redfin.com/photo/94/bigphoto/055/3124055_0.jpg,#3124055,1 garage spaces,395000,$364 ,"$1,997 ",0,Condo,1771,2025-09-06T00:27:02.677Z,Redfin,1084,https://www.redfin.com/CO/Parker/18633-Stroh-Rd-80134/unit-1-003/home/189500810,2024,,,,
$102/mo,"10136 Tall Oaks St, Parker, CO 80134",3,3,"Listing at 10136 Tall Oaks St, Parker, CO 80134",265,For sale,,https://ssl.cdn-redfin.com/photo/94/bigphoto/388/4848388_0.jpg,#4848388,2 car garage,567000,$196 ,"$2,867 ",390,Single Family,3280,2025-09-06T00:27:24.421Z,Redfin,2898,https://www.redfin.com/CO/Parker/10136-Tall-Oaks-St-80134/home/83455717,2014,[object Object],3240,3330,RentCast
$698/mo,"13456 Via Varra #224, Broomfield, CO 80020",2,2,"Listing at 13456 Via Varra #224, Broomfield, CO 80020",198,For sale,,https://ssl.cdn-redfin.com/photo/91/bigphoto/766/1042766_0.jpg,#1042766,1 car garage,425000,$334 ,"$2,149 ",279,Condo,2130,2025-09-06T00:28:33.141Z,Redfin,1274,https://www.redfin.com/CO/Broomfield/13456-Via-Varra-80020/unit-224/home/35502735,2007,[object Object],2060,2200,RentCast
$6/mo,"24738 Christina Ln, Novi, MI 48375",2.5,4,"Listing at 24738 Christina Ln, Novi, MI 48375",217,For sale,"10,454 sq ft",https://ssl.cdn-redfin.com/photo/173/bigphoto/618/25045618_0.jpg,#25045618,,500000,$231 ,"$2,528 ",367,Single Family,3140,2025-09-06T01:04:34.550Z,Redfin,2166,https://www.redfin.com/MI/Novi/24738-Christina-Ln-48375/home/99039023,1979,[object Object],2960,3320,RentCast
$365/mo,"23404 N Rockledge, Novi, MI 48375",1.5,2,"Listing at 23404 N Rockledge, Novi, MI 48375",93,For sale,,https://ssl.cdn-redfin.com/photo/144/bigphoto/819/20251032819_0.jpg,#20251032819,1 car garage,215000,$157 ,"$1,087 ",266,Condo,1460,2025-09-06T01:05:17.879Z,Redfin,1373,https://www.redfin.com/MI/Novi/23404-N-Rockledge-48375/home/99039667,1978,,,,
$182/mo,"43625 Prospect Ln, Novi, MI 48375",2.5,3,"Listing at 43625 Prospect Ln, Novi, MI 48375",238,For sale,,https://ssl.cdn-redfin.com/photo/144/bigphoto/917/20251030917_1.jpg,#20251030917,2 car garage,549900,$268 ,"$2,781 ",676,Condo,2267,2025-09-06T01:05:31.779Z,Redfin,2050,https://www.redfin.com/MI/Novi/43625-Prospect-48375/home/191281875,2020,,,,
